0,3
1,2.88514
2,2.55932
3,2.07531
4,1.51017
5,0.951057
6,0.479249
7,0.15549
8,0.00932071
9,0.0344476
10,0.190983
11,0.414093
12,0.627371
13,0.758362
14,0.753232
15,0.587785
16,0.272681
17,-0.148149
18,-0.605594
19,-1.01846
20,-1.30902
21,-1.41814
22,-1.31703
23,-1.0133
24,-0.55037
25,-5.51091e-16
26,0.55037
27,1.0133
28,1.31703
29,1.41814
30,1.30902
31,1.01846
32,0.605594
33,0.148149
34,-0.272681
35,-0.587785
36,-0.753232
37,-0.758362
38,-0.627371
39,-0.414093
40,-0.190983
41,-0.0344476
42,-0.00932071
43,-0.15549
44,-0.479249
45,-0.951057
46,-1.51017
47,-2.07531
48,-2.55932
49,-2.88514
50,-3
51,-2.88514
52,-2.55932
53,-2.07531
54,-1.51017
55,-0.951057
56,-0.479249
57,-0.15549
58,-0.00932071
59,-0.0344476
60,-0.190983
61,-0.414093
62,-0.627371
63,-0.758362
64,-0.753232
65,-0.587785
66,-0.272681
67,0.148149
68,0.605594
69,1.01846
70,1.30902
71,1.41814
72,1.31703
73,1.0133
74,0.55037
75,6.98234e-15
76,-0.55037
77,-1.0133
78,-1.31703
79,-1.41814
80,-1.30902
81,-1.01846
82,-0.605594
83,-0.148149
84,0.272681
85,0.587785
86,0.753232
87,0.758362
88,0.627371
89,0.414093
90,0.190983
91,0.0344476
92,0.00932071
93,0.15549
94,0.479249
95,0.951057
96,1.51017
97,2.07531
98,2.55932
99,2.88514
100,3
101,2.88514
102,2.55932
103,2.07531
104,1.51017
105,0.951057
106,0.479249
107,0.15549
108,0.00932071
109,0.0344476
110,0.190983
111,0.414093
112,0.627371
113,0.758362
114,0.753232
115,0.587785
116,0.272681
117,-0.148149
118,-0.605594
119,-1.01846
120,-1.30902
121,-1.41814
122,-1.31703
123,-1.0133
124,-0.55037
125,-3.64363e-15
126,0.55037
127,1.0133
128,1.31703
129,1.41814
130,1.30902
131,1.01846
132,0.605594
133,0.148149
134,-0.272681
135,-0.587785
136,-0.753232
137,-0.758362
138,-0.627371
139,-0.414093
140,-0.190983
141,-0.0344476
142,-0.00932071
143,-0.15549
144,-0.479249
145,-0.951057
146,-1.51017
147,-2.07531
148,-2.55932
149,-2.88514
150,-3
151,-2.88514
152,-2.55932
153,-2.07531
154,-1.51017
155,-0.951057
156,-0.479249
157,-0.15549
158,-0.00932071
159,-0.0344476
160,-0.190983
161,-0.414093
162,-0.627371
163,-0.758362
164,-0.753232
165,-0.587785
166,-0.272681
167,0.148149
168,0.605594
169,1.01846
170,1.30902
171,1.41814
172,1.31703
173,1.0133
174,0.55037
175,9.18671e-15
176,-0.55037
177,-1.0133
178,-1.31703
179,-1.41814
180,-1.30902
181,-1.01846
182,-0.605594
183,-0.148149
184,0.272681
185,0.587785
186,0.753232
187,0.758362
188,0.627371
189,0.414093
190,0.190983
191,0.0344476
192,0.00932071
193,0.15549
194,0.479249
195,0.951057
196,1.51017
197,2.07531
198,2.55932
199,2.88514
200,3
201,2.88514
202,2.55932
203,2.07531
204,1.51017
205,0.951057
206,0.479249
207,0.15549
208,0.00932071
209,0.0344476
210,0.190983
211,0.414093
212,0.627371
213,0.758362
214,0.753232
215,0.587785
216,0.272681
217,-0.148149
218,-0.605594
219,-1.01846
220,-1.30902
221,-1.41814
222,-1.31703
223,-1.0133
224,-0.55037
225,-1.5618e-14
226,0.55037
227,1.0133
228,1.31703
229,1.41814
230,1.30902
231,1.01846
232,0.605594
233,0.148149
234,-0.272681
235,-0.587785
236,-0.753232
237,-0.758362
238,-0.627371
239,-0.414093
240,-0.190983
241,-0.0344476
242,-0.00932071
243,-0.15549
244,-0.479249
245,-0.951057
246,-1.51017
247,-2.07531
248,-2.55932
249,-2.88514
250,-3
251,-2.88514
252,-2.55932
253,-2.07531
254,-1.51017
255,-0.951057
256,-0.479249
257,-0.15549
258,-0.00932071
259,-0.0344476
260,-0.190983
261,-0.414093
262,-0.627371
263,-0.758362
264,-0.753232
265,-0.587785
266,-0.272681
267,0.148149
268,0.605594
269,1.01846
270,1.30902
271,1.41814
272,1.31703
273,1.0133
274,0.55037
275,1.84965e-14
276,-0.55037
277,-1.0133
278,-1.31703
279,-1.41814
280,-1.30902
281,-1.01846
282,-0.605594
283,-0.148149
284,0.272681
285,0.587785
286,0.753232
287,0.758362
288,0.627371
289,0.414093
290,0.190983
291,0.0344476
292,0.00932071
293,0.15549
294,0.479249
295,0.951057
296,1.51017
297,2.07531
298,2.55932
299,2.88514
300,3
301,2.88514
302,2.55932
303,2.07531
304,1.51017
305,0.951057
306,0.479249
307,0.15549
308,0.00932071
309,0.0344476
310,0.190983
311,0.414093
312,0.627371
313,0.758362
314,0.753232
315,0.587785
316,0.272681
317,-0.148149
318,-0.605594
319,-1.01846
320,-1.30902
321,-1.41814
322,-1.31703
323,-1.0133
324,-0.55037
325,-1.24933e-14
326,0.55037
327,1.0133
328,1.31703
329,1.41814
330,1.30902
331,1.01846
332,0.605594
333,0.148149
334,-0.272681
335,-0.587785
336,-0.753232
337,-0.758362
338,-0.627371
339,-0.414093
340,-0.190983
341,-0.0344476
342,-0.00932071
343,-0.15549
344,-0.479249
345,-0.951057
346,-1.51017
347,-2.07531
348,-2.55932
349,-2.88514
350,-3
351,-2.88514
352,-2.55932
353,-2.07531
354,-1.51017
355,-0.951057
356,-0.479249
357,-0.15549
358,-0.00932071
359,-0.0344476
360,-0.190983
361,-0.414093
362,-0.627371
363,-0.758362
364,-0.753232
365,-0.587785
366,-0.272681
367,0.148149
368,0.605594
369,1.01846
370,1.30902
371,1.41814
372,1.31703
373,1.0133
374,0.55037
375,2.78063e-14
376,-0.55037
377,-1.0133
378,-1.31703
379,-1.41814
380,-1.30902
381,-1.01846
382,-0.605594
383,-0.148149
384,0.272681
385,0.587785
386,0.753232
387,0.758362
388,0.627371
389,0.414093
390,0.190983
391,0.0344476
392,0.00932071
393,0.15549
394,0.479249
395,0.951057
396,1.51017
397,2.07531
398,2.55932
399,2.88514
400,3
401,2.88514
402,2.55932
403,2.07531
404,1.51017
405,0.951057
406,0.479249
407,0.15549
408,0.00932071
409,0.0344476
410,0.190983
411,0.414093
412,0.627371
413,0.758362
414,0.753232
415,0.587785
416,0.272681
417,-0.148149
418,-0.605594
419,-1.01846
420,-1.30902
421,-1.41814
422,-1.31703
423,-1.0133
424,-0.55037
425,-2.1803e-14
426,0.55037
427,1.0133
428,1.31703
429,1.41814
430,1.30902
431,1.01846
432,0.605594
433,0.148149
434,-0.272681
435,-0.587785
436,-0.753232
437,-0.758362
438,-0.627371
439,-0.414093
440,-0.190983
441,-0.0344476
442,-0.00932071
443,-0.15549
444,-0.479249
445,-0.951057
446,-1.51017
447,-2.07531
448,-2.55932
449,-2.88514
450,-3
451,-2.88514
452,-2.55932
453,-2.07531
454,-1.51017
455,-0.951057
456,-0.479249
457,-0.15549
458,-0.00932071
459,-0.0344476
460,-0.190983
461,-0.414093
462,-0.627371
463,-0.758362
464,-0.753232
465,-0.587785
466,-0.272681
467,0.148149
468,0.605594
469,1.01846
470,1.30902
471,1.41814
472,1.31703
473,1.0133
474,0.55037
475,4.42215e-14
